Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
1978W-2,IN,,(2/3) QN FOOTBOARD,HMLG,85.06(Unit Price),20,13 04/19/2018,,VJNG,44,8.47,1,B-9
1978W-3,IN,,(3/3) QN RAILS W/ SLATS,HMLG,44.06(Unit Price),22,11 04/19/2018,,VJNG,61.6,4.35,1,B-9
1978W-4,IN,,NIGHT STAND,HMLG,199.00(Unit Price),106,20 04/19/2018,,VJNG,105.6,17.24,1,B-9
1978W-5,IN,,DRESSER,HMLG,389.00(Unit Price),57,9 04/19/2018,,VJNG,189.2,42.37,1,B-9
1978W-50,IN,,(1/2) HUTCH,HMLG,499.88(Unit Price),4,,17 07/07/2018,VJNG,279.4,61.2,1,D-3
1978W-55,IN,,(2/2) BUFFET W/1 SILVER TRAY,HMLG,399.12(Unit Price),2,,20 07/07/2018,VJNG,198,40.55,1,D-3
1978W-6,IN,,MIRROR,HMLG,112.00(Unit Price),52,9 04/19/2018,,VJNG,61.6,6.92,1,B-9
1978W-9,IN,,CHEST,HMLG,349.00(Unit Price),29,15 04/19/2018,,VJNG,182.6,36.94,1,B-9
1978WA,IN,,ARM CHAIR,HMLG,105.00(Unit Price),22,,96 07/07/2018,VJNG,31.9,4.57,2,D-3
1978WS,IN,,SIDE CHAIR,HMLG,100.00(Unit Price),42,,276 07/07/2018,VJNG,29.7,4.57,2,D-3
1990-1,IN,,(1/3) QN UPH HDBD,HMLG,149.88(Unit Price),35,,,MCCH,63.8,5.86,1,XB-28
1990-2,IN,,"(2/3) QN FTBD, SLAT & SUPPORT LEG (3+3)",HMLG,69.06(Unit Price),36,,,MCCH,38.5,2.9,1,XB-28
1990-3,IN,,(3/3) EK/QN RAILS,HMLG,30.06(Unit Price),31,,,MCCH,30.8,1.27,1,XB-28
1990-4,IN,,NIGHT STAND,HMLG,109.00(Unit Price),48,,,MCCH,71.5,11.23,1,XB-28
1990-5,IN,,DRESSER,HMLG,259.00(Unit Price),30,,,MCCH,185.9,33.76,1,XB-28
1990-6,IN,,MIRROR,HMLG,72.00(Unit Price),28,,,MCCH,44,2.93,1,XB-28
1990-9,IN,,CHEST,HMLG,209.00(Unit Price),9,,,MCCH,152.9,27.33,1,XB-28
1990K-1,IN,,(1/3) EK/CK UPH HDBD,HMLG,199.88(Unit Price),1,,,MCCH,77,7.2,1,XB-28
1990K-2,IN,,"(2/3) EK/CK FTBD, SLAT & SUPPORT LEG (5+5)",HMLG,99.06(Unit Price),1,,,MCCH,49.5,3.81,1,XB-28
1990K-3CK,IN,,(3/3) CK RAILS W/CROWN TOP,HMLG,30.06(Unit Price),9,,,MCCH,37.4,1.87,1,XB-28
1990RF-1N,IN,,"(1/3) QN HB, GRAY FABRIC, NEW TUFTING",HMLG,149.88(Unit Price),74,,16 07/05/2018,MCCH,62.7,7.44,1,B-72
1990RF-2N,IN,,"(2/3) QN FB & SL, SLATS & SUPPORT LEGS (4+4)",HMLG,69.06(Unit Price),74,,16 07/05/2018,MCCH,44,3.84,1,B-72
1990RF-3N,IN,,(3/3) QN/EK SIDE RAILS,HMLG,30.06(Unit Price),96,,23 07/05/2018,MCCH,34.1,2.39,1,B-72
1990RF-4,IN,,NIGHT STAND,HMLG,109.00(Unit Price),112,,21 07/05/2018,MCCH,72.6,11.69,1,B-72
1990RF-5,IN,,DRESSER,HMLG,259.00(Unit Price),63,,30 07/05/2018,MCCH,184.8,34.56,1,B-72
1990RF-6,IN,,MIRROR,HMLG,72.00(Unit Price),52,,10 07/05/2018,MCCH,45.1,3.57,1,B-72
1990RF-9,IN,,CHEST,HMLG,209.00(Unit Price),41,,15 07/05/2018,MCCH,154,28.28,1,B-72
1990RFK-1N,IN,,"(1/3) CK/EK HB, GRAY FABRIC, NEW TUFTING",HMLG,199.88(Unit Price),4,,31 07/05/2018,MCCH,74.8,9.13,1,B-72
1990RFK-2N,IN,,"(2/3) CK/EK FB, SLATS, & SUPPORT LEGS (4+8)",HMLG,99.06(Unit Price),5,,30 07/05/2018,MCCH,55,4.75,1,B-72
1990RFK-3CKN,IN,,(3/3) CK SIDE RAILS,HMLG,30.06(Unit Price),5,,,MCCH,40.7,3.14,1,B-72
20,DS,,BLK LEATHER RECLINER/OTTOMAN      X,HMLG,,0,,,S,45,6.5,1,
2001-10,DS,,WRITING DESK TOP,HMLG,59.88(Unit Price),0,,,MCPM,37.4,7.26,1,
2001-11,DS,,"WRITING DESK, INTRCHANGBLE PNLS",HMLG,149.12(Unit Price),0,,,MCPM,77,26.4,1,
2001-11C,DS,,"WRITING CHAIR, 1PC/CTN",HMLG,40.00(Unit Price),0,,,MCPM,17.6,2.32,1,
2001-4,DS,,"N. STAND, INTERCHANGABLE PANELS",HMLG,69.00(Unit Price),0,,,MCPM,33,5.04,1,
2001-5,DS,,"DRESSER, INTERCHANGABLE PANELS T4",HMLG,119.00(Unit Price),0,,,MCPM,74.8,13.7,1,
2001-6,DS,,MIRROR                         T4,HMLG,33.00(Unit Price),1,,,MCPM,17.6,2.15,1,
2001-9,DS,,"CHEST, INTERCHANGABLE PANELS",HMLG,149.00(Unit Price),0,,,MCPM,107.8,19.3,1,
2001F-1,DS,,"(1/4) FULL HDBD, WHITE",HMLG,,0,,,MCPM,30.8,7.64,1,
2001F-2,DS,,(2/4) FULL FTBD,HMLG,25.04(Unit Price),0,,,MCPM,17.6,5.44,1,
2001F-3,DS,,(3/4) FULL RAILS,HMLG,21.04(Unit Price),0,,,MCPM,22,1.09,1,
2001F-SL,DS,,(4/4) FULL SLATS - 13PCS       T4,HMLG,13.04(Unit Price),6,,,MCPM,26.4,1.07,1,
2001T-1,DS,,"(1/4) TWIN HDBD, WHITE",HMLG,,0,,,MCPM,24.2,5.6,1,
2001T-2,DS,,(2/4) TWIN FTBD,HMLG,25.04(Unit Price),6,,,MCPM,17.6,3.99,1,
2001T-3,DS,,(3/4) TWIN RAILS,HMLG,,0,,,MCPM,22,1.09,1,
2001T-SL,DS,,(4/4) TWIN SLATS - 13PCS       T4,HMLG,11.04(Unit Price),2,,,MCPM,22,0.76,1,
2002-14,DS,,"(1/2) WRITING HUTCH, ESPRESSO",HMLG,,0,,,VSVC,121,27.9,1,
2004-13,DS,,LIFT TOP STORAGE BENCH,HMLG,103.00(Unit Price),0,,,MCBB,54.56,6.65,1,XH-55
2004-14,DS,,OTTOMAN CUBE,HMLG,46.00(Unit Price),0,,,MCBB,22,3.58,1,XH-55
2004-15,DS,,VANITY DESK W/ LIFT TOP MIRROR,HMLG,92.00(Unit Price),0,,,MCCS,38.5,4.56,1,XY-5
2004-4,DS,,NIGHT STAND,HMLG,61.00(Unit Price),0,,,MCCS,28.6,3.48,1,XY-5
2004-5,DS,,DRESSER,HMLG,229.00(Unit Price),0,,,MCCS,145.2,25.7,1,XY-5
2004-6,DS,,MIRROR,HMLG,60.00(Unit Price),0,,,MCCS,27.5,2.15,1,XY-5
2004-9,DS,TBDS,CHEST,HMLG,149.00(Promotional Price),0,,,MCCS,104.5,18.4,1,XY-6
2004F-1,DS,,"(1/2) FULL HB & FB, WHT P/U UPH",HMLG,119.88(Unit Price),0,,,MCFA,57.64,7.39,1,XY-6
2004F-3,DS,,(2/2) FULL RL & SL,HMLG,55.12(Unit Price),0,,,MCFA,51.04,2.38,1,XY-6
2004T-1,DS,TBDS,"(1/2) TWIN HB & FB, WHT P/U UPH",HMLG,99.88(Unit Price),0,,,MCFA,41.8,5.55,1,XY-5
2004T-3,DS,,(2/2) TWIN RL & SL,HMLG,55.12(Unit Price),0,,,MCFA,51.04,2.38,1,XY-5
2007-1,DS,,"(1/2) QUEEN HDBD & FTBD, WHITE",HMLG,184.88(Unit Price),0,,,VCPV,81.4,10,1,
2007-11,DS,,TV CHEST,HMLG,149.00(Unit Price),0,,,VCPV,81.4,16.8,1,
2007-14,DS,,WRITING DESK HUTCH,HMLG,150.00(Unit Price),0,,,VCPV,79.2,21.3,1,
2007-15,DS,,WRITING DESK,HMLG,149.00(Promotional Price),0,,,VCPV,107.8,22.3,1,XXY-30
2007-3,DS,,(2/2) QUEEN RL & SL,HMLG,40.12(Unit Price),2,,,VCPV,33,2,1,
2007-4,DS,TBDS,NIGHT STAND,HMLG,48.00(Promotional Price),0,,,VCPV,52.8,9.68,1,XXY-30
2007-5,DS,,DRESSER,HMLG,175.00(Promotional Price),0,,,VCPV,145.2,29.5,1,XXY-30
2007-6,DS,,MIRROR,HMLG,58.00(Unit Price),0,,,VCPV,35.2,3.91,1,XXY-30
2007-9,DS,,CHEST,HMLG,150.00(Promotional Price),0,,,VCPV,110,24.8,1,XXY-30
2007F-1,DS,,"(1/2) FULL HDBD & FTBD, WHITE",HMLG,126.88(Promotional Price),0,,,VCPV,79.2,9.21,1,XXY-30
2007F-3,DS,,(2/2) FULL RL & SL,HMLG,28.12(Promotional Price),0,,,VCPV,33,1.81,1,XXY-30
2007T-1,DS,,"(1/2) TWIN HDBD & FTBD, WHITE",HMLG,91.88(Promotional Price),0,,,VCPV,59.4,7.21,1,XXY-30
2007T-3,DS,,(2/2) TWIN RL & SL,HMLG,23.12(Promotional Price),0,,,VCPV,30.8,1.81,1,XXY-30
2009T-1,DS,,"(1/2) TWIN HB & FB & RL, RED",HMLG,84.88(Promotional Price),0,,,CGWW,106.04,10.2,1,XXY-62
2009T-W,DS,,"(2/2) WHEELS, 4PCS/CTN, PLASTIC",HMLG,54.12(Promotional Price),0,,,CGWW,19.8,5.97,1,XXY-62
2010-4,DS,,"NIGHT STAND, METAL",HMLG,69.00(Unit Price),0,,,CGWW,29.26,7,1,
2010-5,DS,,"DRESSER, METAL",HMLG,239.00(Unit Price),0,,,CGWW,123.64,21.7,1,
2010-6,DS,,"MIRROR, METAL FRAME",HMLG,38.00(Unit Price),0,,,CGWW,18.92,1.78,1,
2010-9,DS,,"CHEST, METAL, CASTERS",HMLG,209.00(Unit Price),0,,,CGWW,91.52,13.6,1,
2011T-1,DS,,"(1/2) TWIN HB & FB & RL, SILVER",HMLG,84.88(Promotional Price),0,,,CGWW,106.04,10.2,1,
2011T-W,DS,,"(2/2) WHEELS, 4PCS/CTN, PLASTIC",HMLG,50.12(Promotional Price),0,,,CGWW,19.8,5.97,1,
2014FBK-1,DS,TBDS,FULL METAL BED ***REPLACE W/2014FBK-1-3A***,HMLG,42.00(Promotional Price),0,,,CPWZ,58.3,4.07,1,XY-51
2014FBK-1-3A,DS,,"FULL METAL BED, BLACK, 3A",HMLG,29.00(Promotional Price),0,,,CPWZ,58.3,4.55,1,XY-51
2014FSV-1,DS,TBDS,"FULL METAL BED, SILVER",HMLG,45.00(Promotional Price),0,,,CPWZ,58.3,4.03,1,XY-51
2014FSV-1-3A,DS,,"FULL METAL BED, SILVER, 3A",HMLG,29.00(Promotional Price),0,,,CPWZ,58.3,6.34,1,XY-51
2014TBK-1,DS,,"TWIN METAL BED, BLACK",HMLG,50.00(Unit Price),0,,,CPWZ,40.7,2.97,1,XY-51
2014TBK-1-3A,DS,,"TWIN METAL BED, BLACK, 3A",HMLG,50.00(Unit Price),0,,,CPWZ,41.8,3.34,1,XY-51
2014TSV-1,DS,,"TWIN METAL BED, SILVER",HMLG,50.00(Unit Price),0,,,CPWZ,40.7,2.94,1,XY-51
2014TSV-1-3A,DS,TBDS,"TWIN METAL BED, SILVER, 3A",HMLG,39.00(Promotional Price),0,,,CPWZ,41.8,4.66,1,XY-51
2015FBK-1,DS,,"FULL METAL BED, BLACK ***SEE 2015FBK-1-3A*****",HMLG,38.00(Promotional Price),0,,,CPWZ,42.9,4.03,1,XY-52
2015FBK-1-3A,DS,,"FULL METAL BED, BLACK, 3A",HMLG,29.00(Promotional Price),0,,,CPWZ,57.2,6.34,1,XY-52
2015TBK-1,DS,,"TWIN METAL BED, BLACK, SEE 2015TBK-1-3A",HMLG,50.00(Unit Price),0,,,CPWZ,37.4,2.94,1,XY-52
2015TBK-1-3A,DS,,"TWIN METAL BED, BLACK, 3A",HMLG,39.00(Promotional Price),0,,,CPWZ,57.2,4.66,1,XY-52
2018-13,DS,,BOOKCASE CHEST,HMLG,149.00(Unit Price),1,,,VCST,91.52,21.8,1,XY-29
2018-4,DS,TBDS,STEP NIGHT STAND,HMLG,19.00(Promotional Price),0,,,VCST,42.24,7.2,1,XY-29
2018-5,DS,TBDS,DRESSER,HMLG,150.00(Unit Price),0,,,VCST,99.44,19.7,1,XY-29
2018-6,DS,TBDS,MIRROR,HMLG,57.00(Unit Price),1,,,VCST,28.6,4.41,1,XY-29
2018-9,DS,,CHEST,HMLG,139.00(Unit Price),0,,,VCST,97.68,18.5,1,XY-29
2018F-1,DS,TBDS,"(1/3) FL BOOKCASE HB, PLATFORM",HMLG,149.88(Unit Price),1,,,VCST,83.16,29.4,1,XY-29
2018F-2,DS,TBDS,"(2/3) FULL FTBD & SL, ESPRS/WHT",HMLG,75.06(Unit Price),1,,,VCST,57.64,4.38,1,XY-29
2018F-3,DS,TBDS,(3/3) FULL RAILS,HMLG,30.06(Unit Price),1,,,VCST,14.96,1.09,1,XY-29
2018T-1,DS,TBDS,"(1/3) TW BOOKCASE HB, PLATFORM",HMLG,129.88(Unit Price),0,,,VCST,68.64,21.1,1,XY-29
2018T-2,DS,TBDS,"(2/3) TWIN FTBD & SL, ESPRS/WHT",HMLG,45.06(Unit Price),0,,,VCST,39.6,3.25,1,XY-29
2018T-3,DS,TBDS,(3/3) TWIN RAILS,HMLG,30.06(Unit Price),0,,,VCST,14.96,1.09,1,XY-29
2018-TR,DS,TBDS,TWIN TRUNDLE/TOYBOX,HMLG,125.00(Unit Price),0,,,VCST,83.6,4.55,1,XY-29
2019FW-1,DS,TBDS,"(1/3) FULL HDBD, WHITE",HMLG,52.88(Promotional Price),1,,,VCHI,49.72,8.8,1,XY-39
2019FW-2,DS,TBDS,(2/3) FULL FTBD,HMLG,32.06(Promotional Price),0,,,VCHI,30.36,4.96,1,XY-39
2019FW-3,DS,TBDS,(3/3) FULL RL & SL,HMLG,24.06(Promotional Price),3,,,VCHI,28.6,1.95,1,XY-39
2019TW-1,IN,TBDS,"(1/3) TWIN HDBD, WHITE",HMLG,46.88(Promotional Price),0,,,VCHI,37.4,6.79,1,XY-39
2019TW-2,IN,TBDS,(2/3) TWIN FTBD,HMLG,32.06(Promotional Price),2,,,VCHI,23.1,3.77,1,XY-39
2019TW-3,IN,TBDS,(3/3) TWIN RL & SL,HMLG,20.06(Promotional Price),5,,,VCHI,28.6,1.95,1,XY-39
2019W-4,DS,TBDS,NIGHT STAND,HMLG,25.00(Promotional Price),0,,,VCHI,38.06,6.47,1,XY-39
2019W-5,DS,TBDS,DRESSER,HMLG,185.00(Unit Price),0,,,VCHI,119.46,22.4,1,XY-39
2019W-6,DS,TBDS,MIRROR,HMLG,43.00(Unit Price),0,,,VCHI,22.06,3.12,1,XY-39
2019W-9,DS,,CHEST,HMLG,175.00(Unit Price),0,,,VCHI,119.46,22.6,1,XY-39
2020FBK-1,IN,,"FULL METAL PLATFORM BED, BLACK & BROWN",HMLG,70.00(Unit Price),211,,,CPWZ,56.1,3.54,1,Y-47
2020FBK-1-3A,IN,,"FULL METAL BED, BLK/BRW, 3A",HMLG,85.00(Unit Price),451,,,CPWZ,61.6,5.61,1,XY-54
2020TBK-1,IN,,TWIN METAL PLATFORM BED,HMLG,50.00(Unit Price),0,319 04/06/2018,,CPWZ,42.9,2.45,1,Y-47
2020TBK-1-3A,IN,,"TWIN METAL BED, BLK/BRW, 3A",HMLG,75.00(Unit Price),629,150 04/06/2018,,CPWZ,45.1,4.09,1,XY-54
2021FW-1,IN,,"FULL METAL PLATFORM BED, WHITE",HMLG,70.00(Unit Price),157,,,CPWZ,58.3,3.36,1,Y-47
2021FW-1-3A,IN,,"FULL METAL BED, WHT, 3A",HMLG,85.00(Unit Price),86,,"93 05/26/2018
100 05/30/2018",CPWZ,55,5.62,1,XY-54
2021TW-1,IN,,TWIN METAL PLATFORM BED,HMLG,50.00(Unit Price),278,,,CPWZ,41.8,2.45,1,Y-47
2021TW-1-3A,IN,,"TWIN METAL BED, WHT, 3A",HMLG,75.00(Unit Price),448,,,CPWZ,45.1,4.02,1,XY-54
2024-1HB,IN,,"QUEEN / FULL HEADBOARD ONLY, FABRIC",HMLG,56.00(Unit Price),102,,,MCCW,49.5,2.21,1,Y-48
2024T-1HB,IN,,"TWIN HEADBOARD ONLY, FABRIC",HMLG,50.00(Unit Price),57,,,MCCW,31.9,1.57,1,Y-48
2025-1HB,IN,,"QUEEN / FULL HEADBOARD ONLY, FABRIC",HMLG,56.00(Unit Price),135,100 04/22/2018,,MCCW,49.5,2.21,1,Y-48
2025T-1HB,IN,,"TWIN HEADBOARD ONLY, FABRIC",HMLG,50.00(Unit Price),72,"2 12/19/2017
51 04/22/2018",,MCCW,31.9,1.57,1,Y-48
2026PU-1HB,IN,,"QUEEN / FULL HEADBOARD ONLY, P/U",HMLG,56.00(Unit Price),111,,,MCCW,49.5,2.21,1,Y-48
2026TPU-1HB,IN,,"TWIN HEADBOARD ONLY, P/U",HMLG,50.00(Unit Price),4,50 04/15/2018,,MCCW,31.9,2.37,1,Y-48
2035-11,DS,,TV CHEST,HMLG,199.00(Unit Price),0,,,VCJA,0,19.1,1,
2035-15,DS,,WRITING DESK,HMLG,145.00(Unit Price),0,,,VCJA,0,9.5,1,
2035-4,DS,,NIGHT STAND,HMLG,109.00(Unit Price),0,,,VCJA,0,8.7,1,
2035-5,DS,,DRESSER,HMLG,219.00(Unit Price),0,,,VCJA,0,16.5,1,
2035-6,DS,,MIRROR,HMLG,49.00(Unit Price),0,,,VCJA,0,2.6,1,
2035-9,DS,,CHEST,HMLG,239.00(Unit Price),0,,,VCJA,0,22,1,
2035F-1,DS,,(3) FULL BED,HMLG,199.00(Unit Price),0,,,VCJA,0,14.2,1,
2035T-1,DS,,(3) TWIN BED,HMLG,169.00(Unit Price),0,,,VCJA,0,11.7,1,
2037T-1DB,DS,,"TWIN HB,DARK BRW P/U,RADIUS TOP",HMLG,55.00(Unit Price),0,,,VPQQ,0,3.08,1,
2037T-1WP,DS,,"TWIN HB,WHT PEARL PU,RADIUS TOP",HMLG,55.00(Unit Price),0,,,VPQQ,0,3.08,1,
2038T-1BR,DS,,"TWIN HB, BROWN FABRIC, NAILHEAD",HMLG,55.00(Unit Price),0,,,VPQQ,0,3.08,1,
2038T-1SD,DS,,"TWIN HB, SAND FABRIC, NAILHEAD",HMLG,55.00(Unit Price),0,,,VPQQ,0,3.08,1,
2039C-4,DS,,"NIGHT STAND, CHERRY FIN.",HMLG,89.00(Unit Price),0,,,VCST,41.8,7.48,1,XY-30
2039C-5,DS,TBDS,DRESSER,HMLG,99.00(Promotional Price),0,,,VCST,110,23.6,1,XY-30
2039C-6,DS,,MIRROR,HMLG,72.00(Unit Price),0,,,VCST,37.4,4.03,1,XY-30
2039C-9,DS,TBDS,CHEST,HMLG,99.00(Promotional Price),0,,,VCST,92.4,20.27,1,XY-30
2039FC-1,DS,,"(1/3) FULL HDBD, CHERRY FIN.",HMLG,79.88(Unit Price),0,,,VCST,43.56,5.1,1,XY-30
2039FC-2,DS,,(2/3) FULL FTBD,HMLG,60.06(Unit Price),0,,,VCST,33,3.8,1,XY-30
2039FC-3,DS,,(3/3) FULL RL & SL,HMLG,39.06(Unit Price),0,,,VCST,26.4,1.55,1,XY-30
2039FW-1,IN,,"(1/3) FULL HDBD, WHITE FIN.",HMLG,79.88(Unit Price),38,,37 06/11/2018,VCST,43.56,5.1,1,Y-11
2039FW-2,IN,,(2/3) FULL FTBD,HMLG,60.06(Unit Price),38,,38 06/11/2018,VCST,33,3.8,1,Y-11
2039FW-3,IN,,(3/3) FULL RL & SL,HMLG,39.06(Unit Price),37,,39 06/11/2018,VCST,26.4,1.55,1,Y-11
2039TC-1,DS,,"(1/3) TWIN HDBD, CHERRY FIN.",HMLG,59.88(Unit Price),0,,,VCST,31.9,3.56,1,XY-30
2039TC-2,DS,,(2/3) TWIN FTBD,HMLG,50.06(Unit Price),1,,,VCST,24.2,2.85,1,XY-30
2039TC-3,DS,,(3/3) TWIN RL & SL,HMLG,39.06(Unit Price),0,,,VCST,25.3,1.55,1,XY-30
2039TW-1,IN,,"(1/3) TWIN HDBD, WHITE FIN.",HMLG,59.88(Unit Price),78,,20 06/11/2018,VCST,31.9,3.56,1,Y-11
2039TW-2,IN,,(2/3) TWIN FTBD,HMLG,50.06(Unit Price),78,,20 06/11/2018,VCST,24.2,2.85,1,Y-11
2039TW-3,IN,,(3/3) TWIN RL & SL,HMLG,39.06(Unit Price),74,1 11/17/2017,21 06/11/2018,VCST,25.3,1.55,1,Y-11
2039W-4,IN,,"NIGHT STAND, WHITE FIN.",HMLG,89.00(Unit Price),70,,39 06/11/2018,VCST,41.8,7.48,1,Y-11
2039W-5,IN,,DRESSER,HMLG,189.00(Unit Price),30,,46 06/11/2018,VCST,110,23.6,1,Y-11
2039W-6,IN,,MIRROR,HMLG,72.00(Unit Price),33,,20 06/11/2018,VCST,37.4,4.03,1,Y-11
2039W-9,IN,,CHEST,HMLG,179.00(Unit Price),29,,14 06/11/2018,VCST,92.4,20.27,1,Y-11
2042-1,IN,,"(1/2) QN UPH HB & FB & SL, BRW GRY",HMLG,104.88(Unit Price),0,22 04/01/2018,"1 03/24/2018
46 06/14/2018",MCPM,90.42,6.66,1,B-122
2042-3,IN,,(2/2) QN RL,HMLG,24.12(Unit Price),0,22 04/01/2018,"1 03/24/2018
47 06/14/2018",MCPM,32.56,1.57,1,B-122
2042-4,IN,,"NIGHT STAND, MELAMINE, BRW GRY/BLK",HMLG,55.00(Unit Price),0,84 04/01/2018,"1 03/24/2018
142 06/14/2018",MCPM,37.84,5.48,1,B-122
2042-5,IN,,DRESSER,HMLG,145.00(Unit Price),0,60 04/01/2018,91 06/14/2018,MCPM,132,20.97,1,B-122
2042-6,IN,,MIRROR,HMLG,31.00(Unit Price),0,35 04/01/2018,38 06/14/2018,MCPM,33.22,2.11,1,B-122
2042-9,IN,,CHEST,HMLG,129.00(Unit Price),0,51 04/01/2018,62 06/14/2018,MCPM,131.34,18.11,1,B-122
2042F-1,IN,,"(1/2) FL UPH HB & FB & SL, BRW GRY",HMLG,84.88(Unit Price),21,20 04/01/2018,28 06/14/2018,MCPM,96.8,6.18,1,Y-24
2042T-1,IN,,"(1/2) TW UPH HB & FB & SL, BRW GRY",HMLG,64.88(Unit Price),19,16 04/01/2018,45 06/14/2018,MCPM,72.82,4.74,1,Y-24
2042T-3,IN,,(2/2) FULL/TWIN RL,HMLG,24.12(Unit Price),40,36 04/01/2018,68 06/14/2018,MCPM,31.02,1.52,1,Y-24
2046-1,IN,,(1/3) QN HB,HMLG,74.88(Unit Price),0,,61 05/16/2018,VCST,34.1,6.22,1,B-87
2046-15,IN,,WRITING DESK,HMLG,149.00(Unit Price),20,,50 05/16/2018,VCST,70.4,20.39,1,Y-3
2046-2,IN,,(2/3) QN FB & SLAT & SUPPORT LEG (4+4),HMLG,49.06(Unit Price),6,,60 05/16/2018,VCST,27.5,3.96,1,B-87
2046-3,IN,,(3/3) EK/QN SIDE RAILS,HMLG,35.06(Unit Price),4,,76 05/16/2018,VCST,20.9,1.7,1,B-87
2046-4,IN,,NIGHT STAND,HMLG,69.00(Unit Price),210,,50 05/16/2018,VCST,38.5,7.93,1,B-87
2046-5,IN,,DRESSER,HMLG,179.00(Unit Price),88,,68 05/16/2018,VCST,100.1,25.96,1,B-87
2046-6,IN,,MIRROR,HMLG,52.00(Unit Price),55,,30 05/16/2018,VCST,31.9,5.11,1,B-87
2046-9,IN,,CHEST,HMLG,179.00(Unit Price),75,,20 05/16/2018,VCST,93.5,24.07,1,B-87
2046F-1,IN,,(1/3) FULL HB,HMLG,74.88(Unit Price),92,,,VCST,31.9,5.71,1,Y-3
2046F-2,IN,,(2/3) FULL FB & SLAT & SUPPORT LEG (3+3),HMLG,49.06(Unit Price),92,,,VCST,23.1,3.62,1,Y-3
2046K-1,IN,,(1/3) CK/EK HB,HMLG,104.88(Unit Price),2,,16 05/16/2018,VCST,40.7,7.68,1,B-87
2046K-2,IN,,(2/3) CK/EK FB & SLAT & SUPPORT LEG (4+8),HMLG,69.06(Unit Price),3,,15 05/16/2018,VCST,34.1,4.89,1,B-87
2046K-3CK,IN,,(3/3) CK SIDE RAILS,HMLG,35.06(Unit Price),3,,,VCST,26.4,2.18,1,B-87
2046RFF-3,DS,,FULL RL & SL,HMLG,,0,,,VCST,0,1.65,1,XRF
2046T-1,IN,,(1/3) TWIN HB,HMLG,64.88(Unit Price),113,,,VCST,25.3,4.22,1,Y-3
2046T-2,IN,,(2/3) TWIN FB & SLAT & SUPPORT LEG (3+3),HMLG,39.06(Unit Price),115,,,VCST,17.6,2.69,1,Y-3
2046T-3,IN,,(3/3) TWIN/FULL SIDE RAILS,HMLG,35.06(Unit Price),202,,,VCST,18.7,1.6,1,Y-3
2047FBK-1,IN,,"FULL METAL PLFM BED, BLK XX",HMLG,69.00(Unit Price),50,,,CPWZ,57.2,3.5,1,Y-44
2047TBK-1,IN,,"TWIN METAL PLFM BED, BLK X",HMLG,49.00(Unit Price),30,,70 06/29/2018,CPWZ,41.14,2.6,1,Y-44
2048FW-1,IN,,"FULL METAL PLFM BED, WHITE",HMLG,69.00(Unit Price),29,,50 05/30/2018,CPWZ,55,3.5,1,Y-44
2048TW-1,IN,,"TWIN METAL PLFM BED, WHITE",HMLG,49.00(Unit Price),124,,,CPWZ,42.46,2.6,1,Y-44
2049F-1,IN,,"FULL METAL PLFM BED, SILVER",HMLG,89.00(Unit Price),24,,70 05/30/2018,CPWZ,73.26,4.82,1,Y-45
2049T-1,IN,,"TWIN METAL PLFM BED, SILVER",HMLG,69.00(Unit Price),82,,,CPWZ,52.8,3.54,1,Y-45
2050F-1,IN,,"FULL METAL PLFM BED, UPHL HB/FB",HMLG,89.00(Unit Price),26,,30 06/29/2018,CPWZ,74.8,5.27,1,Y-45
2050T-1,IN,,"TWIN METAL PLFM BED, UPHL HB/FB",HMLG,69.00(Unit Price),32,,60 06/29/2018,CPWZ,53.9,3.87,1,Y-45
2051FBK-1,IN,,"FULL METAL PLFM BED, BLK",HMLG,69.00(Unit Price),58,,,CPWZ,57.86,3.5,1,Y-46
2051TBK-1,IN,,"TWIN METAL PLFM BED, BLK",HMLG,49.00(Unit Price),47,,55 06/29/2018,CPWZ,43.56,2.6,1,Y-46
2052FW-1,IN,,"FULL METAL PLFM BED, WHITE",HMLG,69.00(Unit Price),40,,,CPWZ,62.26,3.5,1,Y-46
2052TW-1,IN,,"TWIN METAL PLFM BED, WHITE",HMLG,49.00(Unit Price),19,,"93 05/26/2018
100 05/30/2018",CPWZ,45.32,2.6,1,Y-46
209,DS,,"(1/2) 48RD DNNG TABLE,PINE/IRN    X",HMLG,,0,,,1M,53,3.8,1,
210,DS,,"(1/2) TBL, ANTQ/PED BASE,CHRY     X",HMLG,,0,,,2,96,20,1,
2100-1,DS,TBDS,"(1/2) QN HDBD/FTBD,DRK BRWN PU",HMLG,35.88(Promotional Price),0,,,MCCW,25.08,4.77,1,XB-128
2100-11,DS,,TV CHEST,HMLG,155.00(Unit Price),0,,,MCCW,85.8,15.8,1,
2100-3,DS,TBDS,(2/2) QN RL & SL,HMLG,23.12(Promotional Price),0,,? 05/01/2018,MCCW,44,1.94,1,XB-128
2100-4,DS,,NIGHT STAND,HMLG,69.00(Unit Price),0,,,MCCW,39.6,8.51,1,
2100-5,DS,,DRESSER,HMLG,169.00(Unit Price),0,,,MCCW,105.6,25.2,1,
2100-6,DS,,MIRROR,HMLG,37.00(Unit Price),0,,,MCCW,39.6,1.76,1,
